4.500000000000000000e+03 0.000000000000000000e+00
4.550000000000000000e+03 1.492078606906784184e-02
4.600000000000000000e+03 1.984109474437029813e-02
4.650000000000000000e+03 2.612140985391822254e-02
4.700000000000000000e+03 3.404745473459933058e-02
4.750000000000000000e+03 4.393693362340741343e-02
4.800000000000000000e+03 5.613476283413372514e-02
4.850000000000000000e+03 7.100535373963701158e-02
4.900000000000000000e+03 8.892161745938630124e-02
4.950000000000000000e+03 1.102505253044852168e-01
5.000000000000000000e+03 1.353352832366127023e-01
5.050000000000000000e+03 1.644744565771548983e-01
5.100000000000000000e+03 1.978986990836146542e-01
5.150000000000000000e+03 2.357460765558635762e-01
5.200000000000000000e+03 2.780373004531940806e-01
5.250000000000000000e+03 3.246524673583497389e-01
5.300000000000000000e+03 3.753110988513995716e-01
5.350000000000000000e+03 4.295573582107390931e-01
5.400000000000000000e+03 4.867522559599716803e-01
5.450000000000000000e+03 5.460744266397093982e-01
5.500000000000000000e+03 6.065306597126334243e-01
5.550000000000000000e+03 6.669768108584743782e-01
5.600000000000000000e+03 7.261490370736908284e-01
5.650000000000000000e+03 7.827045382418681418e-01
5.700000000000000000e+03 8.352702114112720011e-01
5.750000000000000000e+03 8.824969025845953441e-01
5.800000000000000000e+03 9.231163463866357555e-01
5.850000000000000000e+03 9.559974818330998492e-01
5.900000000000000000e+03 9.801986733067552526e-01
5.950000000000000000e+03 9.950124791926823198e-01
6.000000000000000000e+03 1.000000000000000000e+00
6.050000000000000000e+03 9.950124791926823198e-01
6.100000000000000000e+03 9.801986733067552526e-01
6.150000000000000000e+03 9.559974818330998492e-01
6.200000000000000000e+03 9.231163463866357555e-01
6.250000000000000000e+03 8.824969025845953441e-01
6.300000000000000000e+03 8.352702114112720011e-01
6.350000000000000000e+03 7.827045382418681418e-01
6.400000000000000000e+03 7.261490370736908284e-01
6.450000000000000000e+03 6.669768108584743782e-01
6.500000000000000000e+03 6.065306597126334243e-01
6.550000000000000000e+03 5.460744266397093982e-01
6.600000000000000000e+03 4.867522559599716803e-01
6.650000000000000000e+03 4.295573582107390931e-01
6.700000000000000000e+03 3.753110988513995716e-01
6.750000000000000000e+03 3.246524673583497389e-01
6.800000000000000000e+03 2.780373004531940806e-01
6.850000000000000000e+03 2.357460765558635762e-01
6.900000000000000000e+03 1.978986990836146542e-01
6.950000000000000000e+03 1.644744565771548983e-01
7.000000000000000000e+03 1.353352832366127023e-01
7.050000000000000000e+03 1.102505253044852168e-01
7.100000000000000000e+03 8.892161745938630124e-02
7.150000000000000000e+03 7.100535373963701158e-02
7.200000000000000000e+03 5.613476283413372514e-02
7.250000000000000000e+03 4.393693362340741343e-02
7.300000000000000000e+03 3.404745473459933058e-02
7.350000000000000000e+03 2.612140985391822254e-02
7.400000000000000000e+03 1.984109474437029813e-02
7.450000000000000000e+03 1.492078606906784184e-02
7.500000000000000000e+03 0.000000000000000000e+00
